result_scope,p,L,steps,trials,master_seed,confidence,generation,density_mean,density_ci_low,density_ci_high,activity_mean,activity_ci_low,activity_ci_high,period_detected_fraction,period_detected_ci_low,period_detected_ci_high,detected_period_mean
empirical_finite_size,0.1,128,200,12,20260727,0.95,180,0.045756022135416664,0.03990704577592361,0.051604998494909717,0.028956095377604168,0.023613152062564573,0.03429903869264376,0.0,0.0,0.0,
empirical_finite_size,0.1,128,200,12,20260727,0.95,190,0.045964558919270836,0.04037729854469054,0.05155181929385113,0.0299530029296875,0.02453032950025059,0.03537567635912441,0.0,0.0,0.0,
empirical_finite_size,0.1,128,200,12,20260727,0.95,200,0.046539306640625,0.04102334308373055,0.05205527019751945,0.029815673828125,0.02487261267964206,0.03475873497660794,0.0,0.0,0.0,
empirical_finite_size,0.3,32,200,12,20260727,0.95,0,0.299560546875,0.2926669678864952,0.3064541258635048,,,,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,10,0.20296223958333334,0.1890441858170508,0.2168802933496159,0.193359375,0.17714225632630803,0.20957649367369197,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,20,0.16267903645833334,0.15122764541098527,0.17413042750568142,0.142578125,0.12256733494268993,0.16258891505731007,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,30,0.15869140625,0.146621623442323,0.170761189057677,0.13606770833333334,0.11729886080870895,0.15483655585795772,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,40,0.14453125,0.13398960945801336,0.15507289054198664,0.123046875,0.10888926610233784,0.13720448389766216,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,50,0.12955729166666666,0.11668881744469384,0.14242576588863948,0.09830729166666667,0.08349565844350501,0.11311892488982833,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,60,0.11954752604166667,0.09816432190327644,0.14093073018005692,0.101806640625,0.08196980093134593,0.12164348031865407,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,70,0.10994466145833333,0.09675848697800685,0.12313083593865981,0.08935546875,0.07343978891904893,0.10527114858095107,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,80,0.10847981770833333,0.09015522158498027,0.1268044138316864,0.08675130208333333,0.06735488075460194,0.10614772341206472,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,90,0.10367838541666667,0.08106217120683606,0.12629459962649728,0.08056640625,0.06069828627734679,0.10043452622265321,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,100,0.09993489583333333,0.07560142274575904,0.12426836892090762,0.08455403645833333,0.05966670885525881,0.10944136406140785,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,110,0.09879557291666667,0.07538580708778492,0.12220533874554843,0.075439453125,0.05291756930399994,0.09796133694600007,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,120,0.087890625,0.06308535175949884,0.11269589824050116,0.07421875,0.0494795779642061,0.0989579220357939,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,130,0.079345703125,0.05402426845734842,0.10466713779265158,0.06502278645833333,0.038450584383476545,0.09159498853319012,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,140,0.07560221354166667,0.05499766424749425,0.0962067628358391,0.057047526041666664,0.037948683603126226,0.0761463684802071,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,150,0.07307942708333333,0.05293753819386939,0.09322131597279726,0.056396484375,0.03838094140869251,0.07441202734130749,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
empirical_finite_size,0.3,32,200,12,20260727,0.95,160,0.0693359375,0.049808082793131286,0.08886379220686871,0.05712890625,0.03754215883668222,0.07671565366331778,0.4166666666666667,0.12532370915507696,0.7080096241782564,1.6
