candidate,population,pattern,attack_count,attacks_tried,excluded,witness_direction,witness_phase,witness_lane,witness_settled_generation,witness_period
sl6x6_167,12,"[[0,0],[0,1],[1,1],[2,1],[2,3],[2,4],[3,0],[3,1],[3,3],[4,3],[5,3],[5,4]]",240,1,True,SE,0,-7,87,1
sl6x6_168,12,"[[0,0],[0,1],[1,1],[2,1],[2,3],[2,4],[3,0],[3,1],[3,4],[4,2],[5,2],[5,3]]",232,1,True,SE,0,-7,67,1
sl6x6_169,12,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,1],[3,4],[3,5],[4,3],[4,5],[5,3],[5,4]]",224,1,True,SE,0,-6,73,1
sl6x6_170,12,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,2],[2,4],[2,5],[3,1],[3,3],[3,5],[4,2]]",224,1,True,SE,0,-6,110,1
sl6x6_171,12,"[[0,1],[0,2],[1,0],[1,2],[2,0],[3,1],[3,4],[3,5],[4,2],[4,5],[5,3],[5,4]]",224,2,True,SE,0,-5,136,2
sl6x6_172,12,"[[0,1],[0,2],[1,0],[1,3],[2,1],[2,2],[2,4],[3,3],[3,5],[4,3],[4,5],[5,4]]",216,1,True,SE,0,-5,63,1
sl6x6_173,12,"[[0,1],[0,2],[1,0],[1,3],[2,1],[2,2],[2,4],[3,4],[4,1],[4,2],[4,3],[5,1]]",224,1,True,SE,0,-8,116,2
sl6x6_174,12,"[[0,1],[0,2],[1,2],[2,0],[3,0],[3,1],[3,4],[3,5],[4,2],[4,5],[5,2],[5,3]]",232,1,True,SE,0,-7,105,1
sl6x6_175,12,"[[0,2],[0,3],[1,1],[1,4],[2,0],[2,2],[2,3],[2,5],[3,1],[3,4],[4,2],[4,3]]",208,3,True,SE,0,-4,105,1
sl6x6_176,12,"[[0,2],[1,1],[1,3],[2,1],[2,4],[3,0],[3,1],[3,5],[4,2],[4,3],[4,4],[5,2]]",216,1,True,SE,0,-7,81,2
sl6x6_177,13,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[4,0],[4,1],[5,0],[5,1]]",248,1,True,SE,0,-9,88,2
sl6x6_178,13,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[4,1],[4,2],[5,1],[5,2]]",248,1,True,SE,0,-8,124,1
sl6x6_179,13,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,5],[3,4],[4,3],[5,3],[5,4]]",248,1,True,SE,0,-6,78,1
sl6x6_180,13,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,4],[3,5],[4,2],[4,3],[4,4],[5,2]]",248,1,True,SE,0,-7,73,1
sl6x6_181,13,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,4],[3,5],[4,3],[4,5],[5,3],[5,4]]",248,2,True,SE,0,-5,89,1
sl6x6_182,13,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,4],[2,1],[2,2],[2,3],[3,3],[3,5],[4,4],[4,5]]",240,2,True,SE,0,-4,226,2
sl6x6_183,13,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,0],[2,3],[2,5],[3,0],[3,1],[3,4]]",240,1,True,SE,0,-7,114,2
sl6x6_184,13,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,1],[2,3],[2,5],[3,2],[3,4],[4,3]]",224,3,True,SE,0,-3,59,1
sl6x6_185,13,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,0],[2,3],[2,5],[3,0],[3,1],[3,4],[3,5]]",248,1,True,SE,0,-7,85,1
sl6x6_186,13,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,1],[2,3],[3,2],[4,3],[4,4],[4,5],[5,5]]",248,1,True,SE,0,-5,70,1
sl6x6_187,13,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,1],[2,4],[3,0],[3,1],[3,5],[4,4],[4,5]]",256,1,True,SE,0,-7,84,1
sl6x6_188,13,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,4],[4,2],[4,4],[5,2],[5,3]]",240,1,True,SE,0,-7,92,2
sl6x6_189,13,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[3,1],[3,2],[3,3],[4,1],[4,4],[5,2],[5,3]]",240,1,True,SE,0,-7,83,1
sl6x6_190,13,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[3,1],[3,2],[3,3],[4,1],[4,4],[5,3],[5,4]]",248,1,True,SE,0,-7,85,1
sl6x6_191,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,4],[2,5],[3,3],[3,5],[4,2],[4,4],[5,3]]",248,1,True,SE,0,-6,62,1
sl6x6_192,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,5],[2,4],[3,3],[4,0],[4,2],[5,0],[5,1]]",256,1,True,SE,0,-9,74,1
sl6x6_193,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,5],[2,4],[3,3],[4,3],[4,5],[5,4],[5,5]]",256,1,True,SE,0,-5,90,2
sl6x6_194,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,1],[4,2]]",240,1,True,SE,0,-7,86,1
sl6x6_195,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[3,2],[4,3],[5,2],[5,3]]",256,1,True,SE,0,-7,220,2
sl6x6_196,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[3,2],[4,4],[5,3],[5,4]]",256,5,True,SE,0,-2,62,2
sl6x6_197,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,4],[3,1],[3,3],[4,1],[4,2]]",240,1,True,SE,0,-7,79,2
sl6x6_198,13,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,3],[2,4],[4,3],[4,4],[5,3],[5,4]]",256,1,True,SE,0,-6,80,1
sl6x6_199,13,"[[0,0],[0,1],[1,0],[1,2],[1,4],[1,5],[2,2],[2,4],[3,1],[3,4],[4,1],[4,3],[5,2]]",240,2,True,SE,0,-6,78,1
sl6x6_200,13,"[[0,0],[0,1],[1,0],[1,2],[1,4],[1,5],[2,2],[2,4],[3,2],[3,5],[4,3],[4,5],[5,4]]",240,1,True,SE,0,-5,111,1
sl6x6_201,13,"[[0,0],[0,1],[1,0],[1,2],[2,2],[3,1],[3,3],[3,4],[4,1],[4,2],[4,5],[5,4],[5,5]]",240,2,True,SE,0,-6,68,1
sl6x6_202,13,"[[0,0],[0,1],[1,0],[1,3],[1,4],[2,2],[2,3],[2,5],[3,5],[4,2],[4,3],[4,4],[5,2]]",240,2,True,SE,0,-6,66,1
sl6x6_203,13,"[[0,0],[0,1],[1,1],[1,4],[1,5],[2,0],[2,4],[3,0],[3,2],[3,4],[4,1],[4,3],[5,2]]",240,1,True,SE,0,-7,81,2
sl6x6_204,13,"[[0,0],[0,1],[1,1],[2,0],[2,4],[2,5],[3,0],[3,1],[3,4],[4,2],[4,4],[5,2],[5,3]]",240,1,True,SE,0,-7,122,2
sl6x6_205,13,"[[0,0],[0,1],[1,1],[2,1],[2,3],[2,4],[3,0],[3,1],[3,3],[4,0],[4,3],[5,1],[5,2]]",232,1,True,SE,0,-8,277,2
sl6x6_206,13,"[[0,0],[0,1],[1,1],[2,1],[2,3],[2,4],[3,0],[3,1],[3,4],[4,0],[4,3],[5,1],[5,2]]",232,2,True,SE,0,-7,98,1
sl6x6_207,13,"[[0,1],[0,2],[1,0],[1,3],[2,1],[2,2],[2,5],[3,2],[3,4],[3,5],[4,2],[5,1],[5,2]]",240,1,True,SE,0,-8,101,1
sl6x6_208,13,"[[0,1],[1,0],[1,2],[1,4],[1,5],[2,1],[2,2],[2,4],[3,4],[4,1],[4,2],[4,3],[5,1]]",240,1,True,SE,0,-8,81,2
sl6x6_209,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,0],[4,1],[4,3],[5,0],[5,2],[5,3]]",264,2,True,SE,0,-8,105,2
sl6x6_210,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,0],[4,2],[4,3],[5,0],[5,1],[5,3]]",264,1,True,SE,0,-9,72,1
sl6x6_211,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,2],[4,3],[4,5],[5,2],[5,4],[5,5]]",264,3,True,SE,0,-5,93,1
sl6x6_212,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,2],[4,4],[4,5],[5,2],[5,3],[5,5]]",264,1,True,SE,0,-7,72,1
sl6x6_213,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[2,5],[4,0],[4,1],[5,0],[5,1]]",256,2,True,SE,0,-8,98,2
sl6x6_214,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[2,5],[4,1],[4,2],[5,1],[5,2]]",248,1,True,SE,0,-8,164,2
sl6x6_215,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[2,5],[4,4],[4,5],[5,4],[5,5]]",248,1,True,SE,0,-5,101,2
sl6x6_216,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,5],[3,4],[4,1],[4,3],[5,1],[5,2]]",248,1,True,SE,0,-8,73,1
sl6x6_217,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,5],[3,4],[3,5],[4,0],[4,1],[5,0],[5,1]]",264,1,True,SE,0,-9,171,2
sl6x6_218,14,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,4],[2,1],[2,3],[3,0],[3,1],[3,3],[3,5],[4,4],[4,5]]",256,2,True,SE,0,-6,81,2
sl6x6_219,14,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,4],[2,1],[3,0],[3,1],[4,4],[4,5],[5,4],[5,5]]",264,1,True,SE,0,-7,72,1
sl6x6_220,14,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,4],[2,1],[3,2],[3,3],[3,4],[4,5],[5,4],[5,5]]",248,1,True,SE,0,-5,149,1
sl6x6_221,14,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,1],[2,3],[2,5],[3,0],[3,1],[3,3],[3,4]]",240,1,True,SE,0,-7,71,1
sl6x6_222,14,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,1],[2,5],[3,0],[3,1],[3,4],[4,4],[4,5]]",256,1,True,SE,0,-7,159,2
sl6x6_223,14,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,1],[2,3],[3,0],[3,1],[3,3],[3,5],[4,4],[4,5]]",256,1,True,SE,0,-7,93,1
sl6x6_224,14,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,1],[2,4],[3,2],[3,4],[4,1],[4,2],[4,4],[4,5]]",256,1,True,SE,0,-7,74,1
sl6x6_225,14,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,1],[3,2],[3,5],[4,1],[4,3],[4,4]]",240,1,True,SE,0,-7,129,1
sl6x6_226,14,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,4],[4,1],[4,2],[4,4],[5,1],[5,3]]",248,1,True,SE,0,-8,271,2
sl6x6_227,14,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[3,1],[3,2],[3,4],[4,0],[4,3],[4,4],[5,0],[5,1]]",256,1,True,SE,0,-9,140,2
sl6x6_228,14,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[4,0],[4,1],[4,4],[4,5],[5,0],[5,1],[5,4],[5,5]]",272,2,True,SE,0,-8,364,2
sl6x6_229,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,4],[1,5],[4,0],[4,1],[4,3],[5,0],[5,2],[5,3]]",272,1,True,SE,0,-9,95,1
sl6x6_230,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,4],[1,5],[4,1],[4,2],[4,4],[5,1],[5,3],[5,4]]",272,2,True,SE,0,-7,77,1
sl6x6_231,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,1],[1,4],[2,5],[3,3],[3,5],[4,2],[4,4],[5,2],[5,3]]",256,1,True,SE,0,-7,75,1
sl6x6_232,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,0],[4,2],[5,1]]",248,1,True,SE,0,-8,100,1
sl6x6_233,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,2],[5,1],[5,2]]",256,1,True,SE,0,-8,103,2
sl6x6_234,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[3,1],[4,2],[4,4],[5,3],[5,4]]",256,2,True,SE,0,-5,65,2
sl6x6_235,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[3,2],[4,0],[4,2],[5,0],[5,1]]",256,1,True,SE,0,-9,76,1
sl6x6_236,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[3,2],[4,3],[4,4],[4,5],[5,5]]",256,2,True,SE,0,-4,68,1
sl6x6_237,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,4],[3,1],[3,3],[4,0],[4,2],[5,1]]",248,2,True,SE,0,-7,86,2
sl6x6_238,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,4],[3,1],[3,3],[4,1],[5,0],[5,1]]",256,1,True,SE,0,-9,101,2
sl6x6_239,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,3],[2,4],[3,1],[3,2],[4,0],[4,2],[5,1]]",248,1,True,SE,0,-8,480,2
sl6x6_240,14,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,5],[2,1],[2,2],[2,3],[2,4],[4,1],[4,2],[5,1],[5,2]]",256,2,True,SE,0,-7,94,1
sl6x6_241,14,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,1],[2,2],[2,3],[2,5],[3,4],[4,3],[5,3],[5,4]]",248,1,True,SE,0,-6,86,1
sl6x6_242,14,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,1],[2,2],[2,4],[3,2],[4,2],[4,4],[5,3],[5,4]]",248,5,True,SE,0,-2,57,1
sl6x6_243,14,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,1],[2,2],[2,4],[3,3],[4,3],[4,5],[5,4],[5,5]]",248,1,True,SE,0,-5,94,1
sl6x6_244,14,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,1],[2,3],[2,4],[3,2],[4,3],[4,5],[5,4],[5,5]]",248,3,True,SE,0,-3,69,1
sl6x6_245,14,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,2],[2,3],[2,5],[3,4],[4,1],[4,3],[5,1],[5,2]]",248,1,True,SE,0,-8,284,2
sl6x6_246,14,"[[0,0],[0,1],[1,0],[1,2],[1,4],[1,5],[2,1],[2,2],[2,4],[3,4],[4,1],[4,2],[4,3],[5,1]]",248,2,True,SE,0,-7,102,2
sl6x6_247,14,"[[0,0],[0,1],[1,0],[1,2],[1,4],[1,5],[2,2],[2,3],[2,5],[3,1],[4,2],[4,3],[4,4],[5,4]]",248,3,True,SE,0,-4,431,2
sl6x6_248,14,"[[0,0],[0,1],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[2,5],[3,1],[4,1],[4,3],[5,2],[5,3]]",248,1,True,SE,0,-7,76,1
sl6x6_249,14,"[[0,0],[0,1],[1,1],[1,4],[1,5],[2,1],[2,3],[2,5],[3,0],[3,1],[3,3],[4,3],[5,3],[5,4]]",256,1,True,SE,0,-7,238,2
sl6x6_250,14,"[[0,0],[0,1],[1,1],[2,1],[2,3],[2,4],[3,0],[3,1],[3,3],[3,5],[4,3],[4,5],[5,3],[5,4]]",240,1,True,SE,0,-7,93,1
sl6x6_251,14,"[[0,1],[0,2],[1,0],[1,2],[1,3],[1,4],[2,0],[2,5],[3,1],[3,2],[3,3],[3,5],[4,3],[4,4]]",224,1,True,SE,0,-6,178,2
sl6x6_252,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,2],[2,4],[2,5],[3,1],[3,2],[3,5],[4,3],[5,3],[5,4]]",232,1,True,SE,0,-6,84,1
sl6x6_253,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,2],[2,4],[2,5],[3,1],[3,3],[3,5],[4,3],[5,2],[5,3]]",232,1,True,SE,0,-7,160,2
sl6x6_254,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,2],[2,4],[2,5],[3,1],[3,3],[3,5],[4,3],[5,3],[5,4]]",232,1,True,SE,0,-6,119,2
sl6x6_255,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,2],[2,4],[3,1],[3,3],[3,5],[4,2],[4,5],[5,3],[5,4]]",224,2,True,SE,0,-5,100,2
sl6x6_256,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,2],[2,4],[3,1],[3,3],[3,5],[4,3],[4,5],[5,3],[5,4]]",224,3,True,SE,0,-4,73,2
sl6x6_257,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,3],[2,4],[3,1],[3,2],[3,5],[4,3],[4,5],[5,3],[5,4]]",224,1,True,SE,0,-6,78,1
sl6x6_258,14,"[[0,1],[0,2],[1,0],[1,2],[2,0],[2,3],[2,4],[3,1],[3,3],[3,5],[4,2],[4,5],[5,3],[5,4]]",224,2,True,SE,0,-5,79,1
sl6x6_259,14,"[[0,1],[0,2],[1,0],[1,3],[2,0],[2,2],[2,4],[3,1],[3,3],[3,5],[4,2],[4,5],[5,3],[5,4]]",224,2,True,SE,0,-5,494,2
sl6x6_260,14,"[[0,1],[0,2],[1,0],[1,3],[2,1],[2,2],[2,4],[3,2],[3,4],[4,1],[4,4],[4,5],[5,1],[5,2]]",240,2,True,SE,0,-7,110,1
sl6x6_261,14,"[[0,1],[0,2],[1,2],[1,5],[2,0],[2,3],[2,4],[2,5],[3,0],[3,1],[3,2],[4,3],[5,2],[5,3]]",240,1,True,SE,0,-7,463,2
sl6x6_262,14,"[[0,1],[0,2],[1,2],[2,0],[2,2],[2,4],[2,5],[3,0],[3,1],[3,3],[3,5],[4,3],[5,3],[5,4]]",240,2,True,SE,0,-6,118,1
sl6x6_263,14,"[[0,2],[0,3],[1,1],[1,3],[2,1],[2,4],[2,5],[3,0],[3,1],[3,5],[4,2],[4,3],[4,4],[5,2]]",224,1,True,SE,0,-7,75,1
sl6x6_264,15,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[4,0],[4,1],[4,3],[5,0],[5,2],[5,3]]",264,1,True,SE,0,-9,77,1
sl6x6_265,15,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,4],[3,5],[4,0],[4,1],[4,4],[4,5],[5,0],[5,1]]",272,2,True,SE,0,-8,98,1
sl6x6_266,15,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,4],[2,1],[2,2],[2,3],[4,0],[4,2],[4,3],[5,0],[5,1],[5,3]]",264,1,True,SE,0,-9,85,1
sl6x6_267,15,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,0],[2,5],[3,0],[3,2],[3,3],[3,4],[4,1],[4,2]]",240,1,True,SE,0,-7,112,1
sl6x6_268,15,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,0],[2,4],[3,1],[3,2],[3,3],[3,5],[4,3],[4,5],[5,4]]",248,1,True,SE,0,-6,183,1
sl6x6_269,15,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,0],[2,4],[3,1],[3,2],[3,3],[4,3],[4,5],[5,4],[5,5]]",256,3,True,SE,0,-4,97,1
sl6x6_270,15,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,1],[2,4],[3,0],[3,1],[3,5],[4,2],[4,3],[4,4],[5,2]]",248,1,True,SE,0,-7,67,1
sl6x6_271,15,"[[0,0],[0,1],[0,3],[1,0],[1,2],[1,3],[2,4],[2,5],[3,1],[3,2],[3,4],[4,1],[4,4],[5,2],[5,3]]",240,2,True,SE,0,-6,88,2
sl6x6_272,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,1],[2,2],[2,4],[3,3],[4,0],[4,2],[5,0],[5,1]]",256,3,True,SE,0,-7,74,2
sl6x6_273,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,1],[2,2],[2,4],[3,3],[4,3],[4,5],[5,4],[5,5]]",256,4,True,SE,0,-2,70,1
sl6x6_274,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,1],[2,3],[2,4],[3,2],[4,0],[4,2],[5,0],[5,1]]",256,1,True,SE,0,-9,321,2
sl6x6_275,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,1],[2,3],[2,4],[3,2],[4,3],[4,5],[5,4],[5,5]]",256,1,True,SE,0,-5,120,1
sl6x6_276,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,1],[2,3],[2,4],[3,3],[4,1],[4,3],[5,1],[5,2]]",256,1,True,SE,0,-8,84,1
sl6x6_277,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,1],[2,3],[2,4],[3,3],[4,3],[4,5],[5,4],[5,5]]",256,1,True,SE,0,-5,126,1
sl6x6_278,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,0],[4,2],[5,1],[5,2]]",256,1,True,SE,0,-8,156,2
sl6x6_279,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,2],[2,3],[2,4],[3,1],[4,2],[4,3],[4,4],[5,4]]",256,1,True,SE,0,-6,185,2
sl6x6_280,15,"[[0,0],[0,1],[0,4],[0,5],[1,0],[1,2],[1,5],[2,3],[2,4],[4,1],[4,2],[4,3],[4,4],[5,1],[5,4]]",272,2,True,SE,0,-7,169,2
sl6x6_281,15,"[[0,0],[0,1],[0,4],[1,0],[1,3],[1,5],[2,1],[2,2],[2,3],[2,5],[3,4],[4,1],[4,2],[4,3],[5,1]]",248,1,True,SE,0,-8,147,1
sl6x6_282,15,"[[0,0],[0,1],[1,0],[1,2],[1,4],[1,5],[2,2],[2,3],[2,5],[3,1],[4,1],[4,3],[4,4],[5,2],[5,4]]",256,2,True,SE,0,-6,114,2
sl6x6_283,15,"[[0,0],[0,1],[1,0],[1,2],[1,4],[1,5],[2,2],[2,4],[3,1],[3,2],[3,5],[4,3],[4,5],[5,3],[5,4]]",248,1,True,SE,0,-6,96,1
sl6x6_284,15,"[[0,0],[0,1],[1,1],[1,4],[1,5],[2,1],[2,3],[2,5],[3,0],[3,1],[3,3],[4,0],[4,3],[5,1],[5,2]]",248,2,True,SE,0,-7,94,2
sl6x6_285,15,"[[0,1],[0,2],[0,4],[1,0],[1,3],[1,4],[2,0],[2,1],[3,2],[3,3],[3,4],[4,2],[4,5],[5,3],[5,4]]",240,1,True,SE,0,-6,177,2
sl6x6_286,15,"[[0,2],[0,3],[1,1],[1,4],[2,0],[2,2],[2,3],[2,5],[3,0],[3,2],[3,5],[4,1],[4,4],[5,2],[5,3]]",224,2,True,SE,0,-6,109,2
sl6x6_287,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[3,0],[3,1],[3,3],[3,4],[4,0],[4,1],[4,3],[4,4]]",256,1,True,SE,0,-8,385,2
sl6x6_288,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,0],[4,1],[4,3],[4,4],[5,0],[5,1],[5,3],[5,4]]",272,1,True,SE,0,-9,99,1
sl6x6_289,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,0],[4,1],[4,4],[4,5],[5,0],[5,1],[5,4],[5,5]]",280,4,True,SE,0,-6,72,1
sl6x6_290,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,4],[4,1],[4,2],[4,4],[4,5],[5,1],[5,2],[5,4],[5,5]]",272,1,True,SE,0,-8,231,2
sl6x6_291,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,3],[2,5],[3,0],[3,1],[3,4],[4,0],[4,2],[4,3]]",248,1,True,SE,0,-8,72,1
sl6x6_292,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,4],[2,5],[4,2],[4,3],[4,4],[4,5],[5,2],[5,5]]",264,1,True,SE,0,-7,133,2
sl6x6_293,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[1,5],[2,5],[3,4],[4,0],[4,1],[4,4],[4,5],[5,0],[5,1]]",272,2,True,SE,0,-8,218,2
sl6x6_294,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,1],[1,3],[2,5],[3,4],[3,5],[4,0],[4,1],[4,3],[5,0],[5,2],[5,3]]",264,1,True,SE,0,-9,91,2
sl6x6_295,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,2],[1,3],[1,5],[2,5],[3,1],[3,2],[3,4],[4,1],[4,2],[4,4],[4,5]]",256,1,True,SE,0,-7,82,1
sl6x6_296,16,"[[0,0],[0,1],[0,3],[0,4],[1,0],[1,4],[2,1],[2,2],[3,2],[3,3],[4,0],[4,4],[5,0],[5,1],[5,3],[5,4]]",272,1,True,SE,0,-9,103,1
sl6x6_297,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,4],[2,1],[3,0],[3,1],[4,2],[4,3],[4,5],[5,2],[5,4],[5,5]]",264,3,True,SE,0,-5,76,1
sl6x6_298,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,0],[2,3],[2,5],[3,0],[3,2],[3,4],[4,1],[4,3],[5,2]]",240,1,True,SE,0,-7,157,1
sl6x6_299,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,0],[2,4],[3,1],[3,2],[3,3],[4,3],[4,5],[5,4],[5,5]]",256,2,True,SE,0,-5,174,1
sl6x6_300,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[1,5],[2,1],[2,5],[3,2],[3,3],[3,4],[4,0],[4,2],[5,0],[5,1]]",256,4,True,SE,0,-6,130,1
sl6x6_301,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,0],[2,4],[3,0],[3,2],[3,3],[3,5],[4,1],[4,3],[4,5],[5,4]]",256,1,True,SE,0,-7,82,1
sl6x6_302,16,"[[0,0],[0,1],[0,3],[0,4],[1,1],[1,3],[2,0],[2,4],[3,0],[3,2],[3,3],[3,5],[4,1],[4,4],[5,2],[5,3]]",248,2,True,SE,0,-6,77,2
